benchmark,model,seed,final_regret,n_hf,n_lf,best_y,elapsed_sec,n_exceptions
FreeSolv,Two-Stage Joint,57,0.8800000000000003,24,259,-2.55,412.096,0
FreeSolv,Two-Stage Joint,58,0.5,24,259,-2.93,413.225,0
FreeSolv,Two-Stage Joint,59,0.8800000000000003,24,259,-2.55,408.801,0
FreeSolv,Two-Stage Joint,60,0.5,24,259,-2.93,418.412,0
FreeSolv,Two-Stage Joint,61,1.3200000000000005,24,259,-2.11,409.731,0
HOPV15,Adapter,42,1.5999999999999996,15,149,-8.6,165.213,0
HOPV15,Adapter,43,2.499999999999999,15,149,-7.7,157.061,0
HOPV15,Adapter,44,2.6099999999999994,15,149,-7.59,159.903,0
HOPV15,Adapter,45,2.469999999999999,15,149,-7.73,156.121,0
HOPV15,Adapter,46,4.02,15,149,-6.18,164.113,0
HOPV15,Adapter,47,2.39,15,149,-7.81,157.971,0
HOPV15,Adapter,48,2.469999999999999,15,149,-7.73,165.399,0
HOPV15,Adapter,49,4.319999999999999,15,149,-5.88,161.364,0
HOPV15,Adapter,50,2.469999999999999,15,149,-7.73,165.236,0
HOPV15,Adapter,51,3.28,15,149,-6.92,162.728,0
HOPV15,Adapter,52,2.39,15,149,-7.81,163.464,0
HOPV15,Adapter,53,1.5999999999999996,15,149,-8.6,165.177,0
HOPV15,Adapter,54,3.39,15,149,-6.81,166.613,0
HOPV15,Adapter,55,4.18,15,149,-6.02,162.299,0
HOPV15,Adapter,56,4.15,15,149,-6.05,166.089,0
HOPV15,Adapter,57,3.53,15,149,-6.67,168.684,0
HOPV15,Adapter,58,2.469999999999999,15,149,-7.73,167.998,0
HOPV15,Adapter,59,1.5999999999999996,15,149,-8.6,172.39,0
HOPV15,Adapter,60,3.28,15,149,-6.92,164.075,0
HOPV15,Adapter,61,2.499999999999999,15,149,-7.7,171.008,0
HOPV15,Curriculum,42,2.4099999999999997,15,149,-7.79,177.504,0
HOPV15,Curriculum,43,2.999999999999999,15,149,-7.2,186.423,0
HOPV15,Curriculum,44,1.5999999999999996,15,149,-8.6,185.975,0
HOPV15,Curriculum,45,2.469999999999999,15,149,-7.73,185.297,0
HOPV15,Curriculum,46,3.1999999999999997,15,149,-7.0,177.226,0
HOPV15,Curriculum,47,2.999999999999999,15,149,-7.2,174.968,0
HOPV15,Curriculum,48,2.8999999999999995,15,149,-7.3,179.742,0
HOPV15,Curriculum,49,1.5999999999999996,15,149,-8.6,183.369,0
HOPV15,Curriculum,50,2.499999999999999,15,149,-7.7,176.085,0
HOPV15,Curriculum,51,2.6099999999999994,15,149,-7.59,178.017,0
HOPV15,Curriculum,52,3.499999999999999,15,149,-6.7,178.576,0
HOPV15,Curriculum,53,2.39,15,149,-7.81,175.105,0
HOPV15,Curriculum,54,2.39,15,149,-7.81,176.526,0
HOPV15,Curriculum,55,4.15,15,149,-6.05,175.966,0
HOPV15,Curriculum,56,2.469999999999999,15,149,-7.73,175.234,0
HOPV15,Curriculum,57,2.39,15,149,-7.81,174.86,0
HOPV15,Curriculum,58,3.9,15,149,-6.3,177.911,0
HOPV15,Curriculum,59,2.469999999999999,15,149,-7.73,175.301,0
HOPV15,Curriculum,60,3.28,15,149,-6.92,177.575,0
HOPV15,Curriculum,61,1.5999999999999996,15,149,-8.6,185.75,0
HOPV15,DNGO-Gradient,42,2.469999999999999,15,149,-7.73,247.669,0
HOPV15,DNGO-Gradient,43,3.39,15,149,-6.81,234.221,0
HOPV15,DNGO-Gradient,44,1.5999999999999996,15,149,-8.6,240.378,0
HOPV15,DNGO-Gradient,45,1.5999999999999996,15,149,-8.6,244.187,0
HOPV15,DNGO-Gradient,46,2.6999999999999997,15,149,-7.5,246.584,0
HOPV15,DNGO-Gradient,47,2.499999999999999,15,149,-7.7,246.985,0
HOPV15,DNGO-Gradient,48,2.8999999999999995,15,149,-7.3,236.351,0
HOPV15,DNGO-Gradient,49,2.469999999999999,15,149,-7.73,240.155,0
HOPV15,DNGO-Gradient,50,2.4099999999999997,15,149,-7.79,238.209,0
HOPV15,DNGO-Gradient,51,2.999999999999999,15,149,-7.2,236.397,0
HOPV15,DNGO-Gradient,52,2.469999999999999,15,149,-7.73,239.735,0
HOPV15,DNGO-Gradient,53,2.39,15,149,-7.81,254.398,0
HOPV15,DNGO-Gradient,54,2.4099999999999997,15,149,-7.79,254.305,0
HOPV15,DNGO-Gradient,55,3.28,15,149,-6.92,257.052,0
HOPV15,DNGO-Gradient,56,2.469999999999999,15,149,-7.73,251.433,0
HOPV15,DNGO-Gradient,57,3.39,15,149,-6.81,254.667,0
HOPV15,DNGO-Gradient,58,0.0,15,149,-10.2,255.202,0
HOPV15,DNGO-Gradient,59,2.8999999999999995,15,149,-7.3,248.736,0
HOPV15,DNGO-Gradient,60,3.499999999999999,15,149,-6.7,240.299,0
HOPV15,DNGO-Gradient,61,2.469999999999999,15,149,-7.73,234.406,0
HOPV15,DNGO-Joint,42,2.469999999999999,15,149,-7.73,210.934,0
HOPV15,DNGO-Joint,43,3.53,15,149,-6.67,208.589,0
HOPV15,DNGO-Joint,44,1.5999999999999996,15,149,-8.6,212.863,0
HOPV15,DNGO-Joint,45,1.5999999999999996,15,149,-8.6,211.653,0
HOPV15,DNGO-Joint,46,4.02,15,149,-6.18,218.551,0
HOPV15,DNGO-Joint,47,2.799999999999999,15,149,-7.4,213.525,0
HOPV15,DNGO-Joint,48,2.469999999999999,15,149,-7.73,210.032,0
HOPV15,DNGO-Joint,49,2.39,15,149,-7.81,208.196,0
HOPV15,DNGO-Joint,50,4.02,15,149,-6.18,205.778,0
HOPV15,DNGO-Joint,51,2.39,15,149,-7.81,208.474,0
HOPV15,DNGO-Joint,52,2.999999999999999,15,149,-7.2,201.409,0
HOPV15,DNGO-Joint,53,4.18,15,149,-6.02,211.832,0
HOPV15,DNGO-Joint,54,2.39,15,149,-7.81,208.873,0
HOPV15,DNGO-Joint,55,2.6099999999999994,15,149,-7.59,226.302,0
HOPV15,DNGO-Joint,56,3.94,15,149,-6.26,227.139,0
HOPV15,DNGO-Joint,57,4.319999999999999,15,149,-5.88,226.3,0
HOPV15,DNGO-Joint,58,2.6099999999999994,15,149,-7.59,214.477,0
HOPV15,DNGO-Joint,59,3.28,15,149,-6.92,225.146,0
HOPV15,DNGO-Joint,60,2.39,15,149,-7.81,218.942,0
HOPV15,DNGO-Joint,61,2.4099999999999997,15,149,-7.79,228.617,0
HOPV15,Domain Adaptation (MMD),42,1.5999999999999996,15,149,-8.6,263.963,0
HOPV15,Domain Adaptation (MMD),43,2.6099999999999994,15,149,-7.59,273.283,0
HOPV15,Domain Adaptation (MMD),44,3.879999999999999,15,149,-6.32,287.825,0
HOPV15,Domain Adaptation (MMD),45,2.499999999999999,15,149,-7.7,297.652,0
HOPV15,Domain Adaptation (MMD),46,3.28,15,149,-6.92,288.473,0
HOPV15,Domain Adaptation (MMD),47,2.999999999999999,15,149,-7.2,300.351,0
HOPV15,Domain Adaptation (MMD),48,2.999999999999999,15,149,-7.2,294.176,0
HOPV15,Domain Adaptation (MMD),49,2.499999999999999,15,149,-7.7,285.62,0
HOPV15,Domain Adaptation (MMD),50,1.5999999999999996,15,149,-8.6,258.575,0
HOPV15,Domain Adaptation (MMD),51,2.469999999999999,15,149,-7.73,266.621,0
HOPV15,Domain Adaptation (MMD),52,2.6999999999999997,15,149,-7.5,284.075,0
HOPV15,Domain Adaptation (MMD),53,3.9,15,149,-6.3,279.473,0
HOPV15,Domain Adaptation (MMD),54,2.8999999999999995,15,149,-7.3,285.212,0
HOPV15,Domain Adaptation (MMD),55,1.5999999999999996,15,149,-8.6,283.57,0
HOPV15,Domain Adaptation (MMD),56,4.18,15,149,-6.02,275.449,0
HOPV15,Domain Adaptation (MMD),57,0.0,15,149,-10.2,276.58,0
HOPV15,Domain Adaptation (MMD),58,2.8999999999999995,15,149,-7.3,290.026,0
HOPV15,Domain Adaptation (MMD),59,2.39,15,149,-7.81,291.394,0
HOPV15,Domain Adaptation (MMD),60,2.129999999999999,15,149,-8.07,289.322,0
HOPV15,Domain Adaptation (MMD),61,2.39,15,149,-7.81,283.884,0
HOPV15,Knowledge Distillation,42,2.999999999999999,15,149,-7.2,146.614,0
HOPV15,Knowledge Distillation,43,4.02,15,149,-6.18,147.021,0
HOPV15,Knowledge Distillation,44,0.0,15,149,-10.2,145.058,0
HOPV15,Knowledge Distillation,45,0.0,15,149,-10.2,147.159,0
HOPV15,Knowledge Distillation,46,3.499999999999999,15,149,-6.7,152.984,0
HOPV15,Knowledge Distillation,47,2.39,15,149,-7.81,148.826,0
HOPV15,Knowledge Distillation,48,2.469999999999999,15,149,-7.73,153.118,0
HOPV15,Knowledge Distillation,49,2.4099999999999997,15,149,-7.79,148.542,0
HOPV15,Knowledge Distillation,50,3.999999999999999,15,149,-6.2,161.9,0
HOPV15,Knowledge Distillation,51,2.39,15,149,-7.81,162.838,0
HOPV15,Knowledge Distillation,52,2.6999999999999997,15,149,-7.5,159.34,0
HOPV15,Knowledge Distillation,53,2.999999999999999,15,149,-7.2,159.759,0
HOPV15,Knowledge Distillation,54,2.6099999999999994,15,149,-7.59,162.878,0
HOPV15,Knowledge Distillation,55,3.9,15,149,-6.3,161.21,0
HOPV15,Knowledge Distillation,56,2.4099999999999997,15,149,-7.79,162.766,0
HOPV15,Knowledge Distillation,57,2.999999999999999,15,149,-7.2,165.164,0
HOPV15,Knowledge Distillation,58,2.499999999999999,15,149,-7.7,158.003,0
HOPV15,Knowledge Distillation,59,0.0,15,149,-10.2,160.192,0
HOPV15,Knowledge Distillation,60,3.28,15,149,-6.92,150.773,0
HOPV15,Knowledge Distillation,61,2.999999999999999,15,149,-7.2,153.166,0
HOPV15,MFGP,42,2.999999999999999,15,149,-7.2,242.816,0
HOPV15,MFGP,43,2.4099999999999997,15,149,-7.79,198.159,0
HOPV15,MFGP,44,3.879999999999999,15,149,-6.32,256.879,0
HOPV15,MFGP,45,2.799999999999999,15,149,-7.4,154.405,0
HOPV15,MFGP,46,2.999999999999999,15,149,-7.2,185.298,0
HOPV15,MFGP,47,2.999999999999999,15,149,-7.2,199.758,0
HOPV15,MFGP,48,4.029999999999999,15,149,-6.17,178.781,0
HOPV15,MFGP,49,2.799999999999999,15,149,-7.4,207.73,0
HOPV15,MFGP,50,3.789999999999999,15,149,-6.41,233.2,0
HOPV15,MFGP,51,2.799999999999999,15,149,-7.4,203.323,0
HOPV15,MFGP,52,3.499999999999999,15,149,-6.7,214.393,0
HOPV15,MFGP,53,2.999999999999999,15,149,-7.2,214.419,0
HOPV15,MFGP,54,3.53,15,149,-6.67,172.181,0
HOPV15,MFGP,55,3.6,15,149,-6.6,182.987,0
HOPV15,MFGP,56,2.39,15,149,-7.81,195.421,0
HOPV15,MFGP,57,2.4099999999999997,15,149,-7.79,165.645,0
HOPV15,MFGP,58,2.39,15,149,-7.81,191.24,0
HOPV15,MFGP,59,1.5999999999999996,15,149,-8.6,231.855,0
HOPV15,MFGP,60,3.6,15,149,-6.6,182.242,0
HOPV15,MFGP,61,4.359999999999999,15,149,-5.84,273.249,0
HOPV15,Progressive,42,2.6999999999999997,15,149,-7.5,119.259,0
HOPV15,Progressive,43,3.879999999999999,15,149,-6.32,120.842,0
HOPV15,Progressive,44,2.999999999999999,15,149,-7.2,120.729,0
HOPV15,Progressive,45,2.999999999999999,15,149,-7.2,121.716,0
HOPV15,Progressive,46,3.28,15,149,-6.92,119.293,0
HOPV15,Progressive,47,2.8999999999999995,15,149,-7.3,126.148,0
HOPV15,Progressive,48,1.5999999999999996,15,149,-8.6,125.873,0
HOPV15,Progressive,49,2.4099999999999997,15,149,-7.79,123.895,0
HOPV15,Progressive,50,2.8999999999999995,15,149,-7.3,122.005,0
HOPV15,Progressive,51,3.28,15,149,-6.92,119.719,0
HOPV15,Progressive,52,3.1999999999999997,15,149,-7.0,120.072,0
HOPV15,Progressive,53,4.319999999999999,15,149,-5.88,121.948,0
HOPV15,Progressive,54,2.6099999999999994,15,149,-7.59,121.959,0
HOPV15,Progressive,55,1.5999999999999996,15,149,-8.6,117.932,0
HOPV15,Progressive,56,2.4099999999999997,15,149,-7.79,118.157,0
HOPV15,Progressive,57,2.469999999999999,15,149,-7.73,120.587,0
HOPV15,Progressive,58,3.879999999999999,15,149,-6.32,116.836,0
HOPV15,Progressive,59,3.9,15,149,-6.3,121.101,0
HOPV15,Progressive,60,3.28,15,149,-6.92,123.15,0
HOPV15,Progressive,61,3.619999999999999,15,149,-6.58,123.749,0
HOPV15,Pseudo-Labeling,42,3.53,15,149,-6.67,174.861,0
HOPV15,Pseudo-Labeling,43,2.129999999999999,15,149,-8.07,173.183,0
HOPV15,Pseudo-Labeling,44,2.499999999999999,15,149,-7.7,175.321,0
HOPV15,Pseudo-Labeling,45,0.0,15,149,-10.2,178.668,0
HOPV15,Pseudo-Labeling,46,3.789999999999999,15,149,-6.41,171.712,0
HOPV15,Pseudo-Labeling,47,2.39,15,149,-7.81,175.659,0
HOPV15,Pseudo-Labeling,48,2.499999999999999,15,149,-7.7,174.829,0
HOPV15,Pseudo-Labeling,49,2.39,15,149,-7.81,171.144,0
HOPV15,Pseudo-Labeling,50,3.999999999999999,15,149,-6.2,170.594,0
HOPV15,Pseudo-Labeling,51,2.39,15,149,-7.81,157.731,0
HOPV15,Pseudo-Labeling,52,2.6999999999999997,15,149,-7.5,157.742,0
HOPV15,Pseudo-Labeling,53,2.499999999999999,15,149,-7.7,163.306,0
HOPV15,Pseudo-Labeling,54,3.9,15,149,-6.3,166.9,0
HOPV15,Pseudo-Labeling,55,2.469999999999999,15,149,-7.73,169.729,0
HOPV15,Pseudo-Labeling,56,2.4099999999999997,15,149,-7.79,166.304,0
HOPV15,Pseudo-Labeling,57,3.789999999999999,15,149,-6.41,168.245,0
HOPV15,Pseudo-Labeling,58,2.39,15,149,-7.81,165.329,0
HOPV15,Pseudo-Labeling,59,2.499999999999999,15,149,-7.7,173.825,0
HOPV15,Pseudo-Labeling,60,3.28,15,149,-6.92,165.802,0
HOPV15,Pseudo-Labeling,61,3.28,15,149,-6.92,165.882,0
HOPV15,Sequential,42,2.469999999999999,15,149,-7.73,157.946,0
HOPV15,Sequential,43,2.8999999999999995,15,149,-7.3,160.972,0
HOPV15,Sequential,44,2.39,15,149,-7.81,164.938,0
HOPV15,Sequential,45,4.02,15,149,-6.18,160.369,0
HOPV15,Sequential,46,3.499999999999999,15,149,-6.7,157.199,0
HOPV15,Sequential,47,4.759999999999999,15,149,-5.44,161.092,0
HOPV15,Sequential,48,2.8999999999999995,15,149,-7.3,152.846,0
HOPV15,Sequential,49,1.5999999999999996,15,149,-8.6,159.239,0
HOPV15,Sequential,50,2.499999999999999,15,149,-7.7,151.973,0
HOPV15,Sequential,51,2.4099999999999997,15,149,-7.79,152.247,0
HOPV15,Sequential,52,2.4099999999999997,15,149,-7.79,154.409,0
HOPV15,Sequential,53,2.39,15,149,-7.81,153.323,0
HOPV15,Sequential,54,2.129999999999999,15,149,-8.07,155.831,0
HOPV15,Sequential,55,3.28,15,149,-6.92,160.151,0
HOPV15,Sequential,56,1.5999999999999996,15,149,-8.6,156.152,0
HOPV15,Sequential,57,2.6999999999999997,15,149,-7.5,154.357,0
HOPV15,Sequential,58,2.39,15,149,-7.81,153.757,0
HOPV15,Sequential,59,3.28,15,149,-6.92,151.176,0
HOPV15,Sequential,60,3.28,15,149,-6.92,158.428,0
HOPV15,Sequential,61,3.28,15,149,-6.92,151.138,0
HOPV15,Soft Parameter Sharing,42,2.39,15,149,-7.81,206.493,0
HOPV15,Soft Parameter Sharing,43,2.799999999999999,15,149,-7.4,206.045,0
HOPV15,Soft Parameter Sharing,44,2.8999999999999995,15,149,-7.3,212.187,0
HOPV15,Soft Parameter Sharing,45,2.999999999999999,15,149,-7.2,213.376,0
HOPV15,Soft Parameter Sharing,46,2.39,15,149,-7.81,209.65,0
HOPV15,Soft Parameter Sharing,47,2.4099999999999997,15,149,-7.79,209.779,0
HOPV15,Soft Parameter Sharing,48,2.469999999999999,15,149,-7.73,202.189,0
HOPV15,Soft Parameter Sharing,49,1.5999999999999996,15,149,-8.6,217.805,0
HOPV15,Soft Parameter Sharing,50,2.39,15,149,-7.81,191.7,0
HOPV15,Soft Parameter Sharing,51,2.39,15,149,-7.81,189.715,0
HOPV15,Soft Parameter Sharing,52,3.28,15,149,-6.92,193.054,0
HOPV15,Soft Parameter Sharing,53,1.5999999999999996,15,149,-8.6,203.074,0
HOPV15,Soft Parameter Sharing,54,2.39,15,149,-7.81,207.921,0
HOPV15,Soft Parameter Sharing,55,1.5999999999999996,15,149,-8.6,208.209,0
HOPV15,Soft Parameter Sharing,56,1.5999999999999996,15,149,-8.6,198.354,0
HOPV15,Soft Parameter Sharing,57,0.0,15,149,-10.2,204.632,0
HOPV15,Soft Parameter Sharing,58,2.39,15,149,-7.81,200.341,0
HOPV15,Soft Parameter Sharing,59,2.469999999999999,15,149,-7.73,205.786,0
HOPV15,Soft Parameter Sharing,60,3.28,15,149,-6.92,199.7,0
HOPV15,Soft Parameter Sharing,61,2.39,15,149,-7.81,207.935,0
HOPV15,Two-Stage Joint,42,2.4099999999999997,15,149,-7.79,227.035,0
HOPV15,Two-Stage Joint,43,3.28,15,149,-6.92,222.381,0
HOPV15,Two-Stage Joint,44,3.789999999999999,15,149,-6.41,218.014,0
HOPV15,Two-Stage Joint,45,2.39,15,149,-7.81,217.045,0
HOPV15,Two-Stage Joint,46,2.129999999999999,15,149,-8.07,222.23,0
HOPV15,Two-Stage Joint,47,0.0,15,149,-10.2,223.141,0
HOPV15,Two-Stage Joint,48,2.8999999999999995,15,149,-7.3,217.642,0
HOPV15,Two-Stage Joint,49,1.5999999999999996,15,149,-8.6,210.376,0
HOPV15,Two-Stage Joint,50,1.5999999999999996,15,149,-8.6,212.895,0
HOPV15,Two-Stage Joint,51,2.39,15,149,-7.81,214.596,0
HOPV15,Two-Stage Joint,52,3.1999999999999997,15,149,-7.0,210.654,0
HOPV15,Two-Stage Joint,53,2.39,15,149,-7.81,212.789,0
HOPV15,Two-Stage Joint,54,2.39,15,149,-7.81,220.8,0
HOPV15,Two-Stage Joint,55,3.28,15,149,-6.92,233.925,0
HOPV15,Two-Stage Joint,56,2.39,15,149,-7.81,237.58,0
HOPV15,Two-Stage Joint,57,2.499999999999999,15,149,-7.7,230.812,0
HOPV15,Two-Stage Joint,58,0.0,15,149,-10.2,230.609,0
HOPV15,Two-Stage Joint,59,3.28,15,149,-6.92,236.724,0
HOPV15,Two-Stage Joint,60,2.39,15,149,-7.81,237.605,0
HOPV15,Two-Stage Joint,61,2.499999999999999,15,149,-7.7,243.976,0
Matbench-Gap,Adapter,42,0.1,10,199,0.1,247.414,0
Matbench-Gap,Adapter,43,0.1500000000000001,10,199,0.1500000000000001,240.236,0
Matbench-Gap,Adapter,44,0.3999999999999999,10,199,0.3999999999999999,250.675,0
Matbench-Gap,Adapter,45,0.7600000000000002,10,199,0.7600000000000002,240.655,0
Matbench-Gap,Adapter,46,0.1,10,199,0.1,245.384,0
Matbench-Gap,Adapter,47,0.28,10,199,0.28,240.212,0
Matbench-Gap,Adapter,48,1.4,10,199,1.4,248.246,0
Matbench-Gap,Adapter,49,0.7800000000000002,10,199,0.7800000000000002,234.901,0
Matbench-Gap,Adapter,50,0.54,10,199,0.54,192.572,0
Matbench-Gap,Adapter,51,0.1999999999999999,10,199,0.1999999999999999,171.98,0
Matbench-Gap,Adapter,52,0.0299999999999998,10,199,0.0299999999999998,156.745,0
Matbench-Gap,Adapter,53,0.7600000000000002,10,199,0.7600000000000002,155.4,0
Matbench-Gap,Adapter,54,0.3999999999999999,10,199,0.3999999999999999,153.009,0
Matbench-Gap,Adapter,55,0.1,10,199,0.1,153.589,0
Matbench-Gap,Adapter,56,1.4,10,199,1.4,151.744,0
Matbench-Gap,Adapter,57,0.05,10,199,0.05,127.809,0
Matbench-Gap,Adapter,58,0.6499999999999999,10,199,0.6499999999999999,128.489,0
Matbench-Gap,Adapter,59,1.4,10,199,1.4,129.399,0
Matbench-Gap,Adapter,60,0.6000000000000001,10,199,0.6000000000000001,129.558,0
Matbench-Gap,Adapter,61,0.2799999999999998,10,199,0.2799999999999998,126.415,0
Matbench-Gap,Curriculum,42,0.0299999999999998,10,199,0.0299999999999998,244.881,0
Matbench-Gap,Curriculum,43,0.1500000000000001,10,199,0.1500000000000001,243.694,0
Matbench-Gap,Curriculum,44,0.1,10,199,0.1,259.757,0
Matbench-Gap,Curriculum,45,0.3500000000000001,10,199,0.3500000000000001,252.46,0
Matbench-Gap,Curriculum,46,0.6800000000000002,10,199,0.6800000000000002,256.504,0
Matbench-Gap,Curriculum,47,0.2299999999999999,10,199,0.2299999999999999,251.588,0
Matbench-Gap,Curriculum,48,0.05,10,199,0.05,247.131,0
Matbench-Gap,Curriculum,49,0.7599999999999999,10,199,0.7599999999999999,248.388,0
Matbench-Gap,Curriculum,50,0.2000000000000001,10,199,0.2000000000000001,241.909,0
Matbench-Gap,Curriculum,51,0.7799999999999999,10,199,0.7799999999999999,235.971,0
Matbench-Gap,Curriculum,52,0.2000000000000001,10,199,0.2000000000000001,235.033,0
Matbench-Gap,Curriculum,53,0.01,10,199,0.01,240.264,0
Matbench-Gap,Curriculum,54,0.3799999999999999,10,199,0.3799999999999999,235.145,0
Matbench-Gap,Curriculum,55,0.2199999999999999,10,199,0.2199999999999999,247.921,0
Matbench-Gap,Curriculum,56,0.1100000000000001,10,199,0.1100000000000001,240.418,0
Matbench-Gap,Curriculum,57,0.2000000000000001,10,199,0.2000000000000001,254.312,0
Matbench-Gap,Curriculum,58,0.1,10,199,0.1,256.507,0
Matbench-Gap,Curriculum,59,0.3999999999999999,10,199,0.3999999999999999,256.653,0
Matbench-Gap,Curriculum,60,0.01,10,199,0.01,254.842,0
Matbench-Gap,Curriculum,61,0.02,10,199,0.02,274.682,0
Matbench-Gap,DNGO-Gradient,42,0.7800000000000002,10,199,0.7800000000000002,322.756,0
Matbench-Gap,DNGO-Gradient,43,0.1500000000000001,10,199,0.1500000000000001,325.103,0
Matbench-Gap,DNGO-Gradient,44,0.7999999999999999,10,199,0.7999999999999999,321.53,0
Matbench-Gap,DNGO-Gradient,45,0.1,10,199,0.1,325.788,0
Matbench-Gap,DNGO-Gradient,46,0.1,10,199,0.1,321.087,0
Matbench-Gap,DNGO-Gradient,47,1.2999999999999998,10,199,1.2999999999999998,322.092,0
Matbench-Gap,DNGO-Gradient,48,0.2000000000000001,10,199,0.2000000000000001,324.783,0
Matbench-Gap,DNGO-Gradient,49,0.3999999999999999,10,199,0.3999999999999999,343.234,0
Matbench-Gap,DNGO-Gradient,50,1.08,10,199,1.08,351.012,0
Matbench-Gap,DNGO-Gradient,51,0.7799999999999999,10,199,0.7799999999999999,356.876,0
Matbench-Gap,DNGO-Gradient,52,1.08,10,199,1.08,364.889,0
Matbench-Gap,DNGO-Gradient,53,1.4,10,199,1.4,371.76,0
Matbench-Gap,DNGO-Gradient,54,1.0,10,199,1.0,372.398,0
Matbench-Gap,DNGO-Gradient,55,0.2000000000000001,10,199,0.2000000000000001,356.483,0
Matbench-Gap,DNGO-Gradient,56,0.5399999999999999,10,199,0.5399999999999999,369.346,0
Matbench-Gap,DNGO-Gradient,57,0.1999999999999999,10,199,0.1999999999999999,334.005,0
Matbench-Gap,DNGO-Gradient,58,0.6600000000000001,10,199,0.6600000000000001,270.542,0
Matbench-Gap,DNGO-Gradient,59,0.0399999999999998,10,199,0.0399999999999998,245.25,0
Matbench-Gap,DNGO-Gradient,60,0.7800000000000002,10,199,0.7800000000000002,250.993,0
Matbench-Gap,DNGO-Gradient,61,0.8499999999999999,10,199,0.8499999999999999,245.148,0
Matbench-Gap,DNGO-Joint,42,0.1,10,199,0.1,288.567,0
Matbench-Gap,DNGO-Joint,43,0.1500000000000001,10,199,0.1500000000000001,283.356,0
Matbench-Gap,DNGO-Joint,44,0.2000000000000001,10,199,0.2000000000000001,287.962,0
Matbench-Gap,DNGO-Joint,45,1.16,10,199,1.16,280.209,0
Matbench-Gap,DNGO-Joint,46,0.3,10,199,0.3,279.979,0
Matbench-Gap,DNGO-Joint,47,0.6000000000000001,10,199,0.6000000000000001,288.726,0
Matbench-Gap,DNGO-Joint,48,0.96,10,199,0.96,280.069,0
Matbench-Gap,DNGO-Joint,49,0.4499999999999999,10,199,0.4499999999999999,278.755,0
Matbench-Gap,DNGO-Joint,50,0.0,10,199,0.0,286.435,0
Matbench-Gap,DNGO-Joint,51,0.2799999999999998,10,199,0.2799999999999998,305.485,0
Matbench-Gap,DNGO-Joint,52,0.2000000000000001,10,199,0.2000000000000001,304.135,0
Matbench-Gap,DNGO-Joint,53,0.7799999999999999,10,199,0.7799999999999999,303.112,0
Matbench-Gap,DNGO-Joint,54,0.2299999999999999,10,199,0.2299999999999999,333.494,0
Matbench-Gap,DNGO-Joint,55,0.4699999999999998,10,199,0.4699999999999998,330.325,0
Matbench-Gap,DNGO-Joint,56,1.4,10,199,1.4,327.309,0
Matbench-Gap,DNGO-Joint,57,0.0299999999999998,10,199,0.0299999999999998,319.117,0
Matbench-Gap,DNGO-Joint,58,1.4,10,199,1.4,320.217,0
Matbench-Gap,DNGO-Joint,59,0.5499999999999999,10,199,0.5499999999999999,326.526,0
Matbench-Gap,DNGO-Joint,60,0.4500000000000002,10,199,0.4500000000000002,300.734,0
Matbench-Gap,DNGO-Joint,61,0.7800000000000002,10,199,0.7800000000000002,244.42,0
Matbench-Gap,Domain Adaptation (MMD),42,0.02,10,199,0.02,347.515,0
Matbench-Gap,Domain Adaptation (MMD),43,0.1500000000000001,10,199,0.1500000000000001,347.405,0
Matbench-Gap,Domain Adaptation (MMD),44,0.02,10,199,0.02,347.313,0
Matbench-Gap,Domain Adaptation (MMD),45,0.3799999999999999,10,199,0.3799999999999999,367.552,0
Matbench-Gap,Domain Adaptation (MMD),46,0.1,10,199,0.1,386.781,0
Matbench-Gap,Domain Adaptation (MMD),47,0.02,10,199,0.02,385.746,0
Matbench-Gap,Domain Adaptation (MMD),48,0.2000000000000001,10,199,0.2000000000000001,411.645,0
Matbench-Gap,Domain Adaptation (MMD),49,0.1700000000000001,10,199,0.1700000000000001,412.658,0
Matbench-Gap,Domain Adaptation (MMD),50,0.98,10,199,0.98,403.378,0
Matbench-Gap,Domain Adaptation (MMD),51,0.1,10,199,0.1,407.002,0
Matbench-Gap,Domain Adaptation (MMD),52,0.4499999999999999,10,199,0.4499999999999999,402.712,0
Matbench-Gap,Domain Adaptation (MMD),53,0.1,10,199,0.1,331.334,0
Matbench-Gap,Domain Adaptation (MMD),54,0.0,10,199,0.0,257.89,0
Matbench-Gap,Domain Adaptation (MMD),55,0.55,10,199,0.55,246.311,0
Matbench-Gap,Domain Adaptation (MMD),56,0.01,10,199,0.01,242.266,0
Matbench-Gap,Domain Adaptation (MMD),57,0.6000000000000001,10,199,0.6000000000000001,227.31,0
Matbench-Gap,Domain Adaptation (MMD),58,0.1,10,199,0.1,198.505,0
Matbench-Gap,Domain Adaptation (MMD),59,0.2799999999999998,10,199,0.2799999999999998,200.25,0
Matbench-Gap,Domain Adaptation (MMD),60,0.7800000000000002,10,199,0.7800000000000002,193.031,0
Matbench-Gap,Domain Adaptation (MMD),61,0.28,10,199,0.28,87.376,0
Matbench-Gap,Knowledge Distillation,42,0.1,10,199,0.1,217.088,0
Matbench-Gap,Knowledge Distillation,43,0.0,10,199,0.0,212.253,0
Matbench-Gap,Knowledge Distillation,44,0.5399999999999999,10,199,0.5399999999999999,205.551,0
Matbench-Gap,Knowledge Distillation,45,0.1100000000000001,10,199,0.1100000000000001,210.173,0
Matbench-Gap,Knowledge Distillation,46,0.01,10,199,0.01,210.109,0
