benchmark,model,seed,final_regret,n_hf,n_lf,best_y,elapsed_sec,lf_rmse,lf_nll,lf_ece,lf_sharpness,hf_rmse,n_held
COFs,Domain Adaptation (MMD),44,3.287155915439582,15,230,-15.247330032392677,538.109,1.8148956802731415,2.159061239988974,0.2680440771349863,2.823056750910449,1.4191017978880893,363
COFs,Domain Adaptation (MMD),45,1.6834527522225677,15,230,-16.85103319560969,538.361,1.8700525630543925,2.162498449490676,0.2647382920110193,2.774830585328716,1.7671140969252697,363
COFs,Domain Adaptation (MMD),46,1.6834527522225677,15,230,-16.85103319560969,532.57,1.8426659505554666,2.1558974696015656,0.26942148760330575,2.781441648102763,1.656522798089191,363
COFs,Domain Adaptation (MMD),48,0.0,15,230,-18.53448594783226,528.166,1.6926221666131342,2.221871795818203,0.2829201101928375,3.200816366756228,1.4702578289881463,363
COFs,Domain Adaptation (MMD),49,1.6834527522225677,15,230,-16.85103319560969,531.752,1.9429257035095397,2.170872163400563,0.26143250688705233,2.728249302636325,1.8524074278057834,363
COFs,Domain Adaptation (MMD),47,1.6834527522225677,15,230,-16.85103319560969,536.658,1.8926230685711771,2.1747829256705744,0.27603305785123966,2.807105556082503,1.8625017686495577,363
COFs,Domain Adaptation (MMD),50,1.6834527522225677,15,230,-16.85103319560969,532.403,1.8132184447212973,2.152679826363854,0.2691460055096419,2.784069984742587,2.077130838433669,363
COFs,Domain Adaptation (MMD),51,0.36350643408100325,15,230,-18.170979513751256,536.348,1.9213413098719407,2.1661453712242826,0.26831955922865014,2.7479715337940953,2.071276176217991,363
COFs,Soft Parameter Sharing,44,14.54171655774799,15,230,-3.992769390084269,312.707,2.0204253082883827,2.178440256097555,0.2399449035812673,2.6481899133507136,6.035260982550991,363
COFs,Soft Parameter Sharing,46,1.6834527522225677,15,230,-16.85103319560969,308.256,1.9700253866615285,2.1627851307913097,0.24683195592286503,2.6375626072141505,7.3486931020996655,363
COFs,Pseudo-Labeling,42,0.0,15,230,-18.53448594783226,265.413,1.7437467456489022,2.172352599928287,0.29118457300275485,2.940490787412202,1.8340158000063773,363
COFs,Soft Parameter Sharing,45,1.6834527522225677,15,230,-16.85103319560969,330.214,1.9063531059288505,2.1499083955910088,0.2509641873278237,2.6553658511246296,8.280057146481008,363
COFs,Soft Parameter Sharing,47,1.6834527522225677,15,230,-16.85103319560969,317.735,1.8979034353610151,2.1598113679584845,0.25922865013774105,2.7225602412543632,10.859263965362464,363
COFs,Soft Parameter Sharing,50,0.0,15,230,-18.53448594783226,298.448,1.7375761803207235,2.17919968198237,0.28484848484848496,2.9777277942580413,3.968306206743953,363
COFs,Soft Parameter Sharing,48,0.0,15,230,-18.53448594783226,316.233,1.7592619713804165,2.1922629845905774,0.2774104683195593,3.016594640782977,4.538590754951134,363
COFs,Soft Parameter Sharing,49,0.0,15,230,-18.53448594783226,310.419,1.8110193184475056,2.191161729269825,0.2663911845730028,2.9709287404992875,4.525422392309801,363
COFs,Pseudo-Labeling,43,1.6834527522225677,15,230,-16.85103319560969,288.93,1.8725244164924397,2.1645018602277797,0.27851239669421485,2.7849412397817606,1.6972693941630814,363
COFs,Pseudo-Labeling,44,0.0,15,230,-18.53448594783226,279.893,1.658477685076685,2.2156371228661795,0.2925619834710745,3.199435821299661,1.8284987866432578,363
COFs,Soft Parameter Sharing,51,2.768421691579954,15,230,-15.766064256252305,304.011,2.0589658601566843,2.170853375421412,0.21763085399449036,2.5402610172495264,7.339602964831287,363
COFs,Pseudo-Labeling,45,1.6834527522225677,15,230,-16.85103319560969,292.355,1.855656290426863,2.159088695427475,0.27410468319559234,2.770237228833382,1.8854102320218984,363
COFs,Pseudo-Labeling,46,0.0,15,230,-18.53448594783226,284.755,1.734455064404602,2.1575230527535236,0.2774104683195593,2.884920961552514,1.6665194308069038,363
COFs,Pseudo-Labeling,49,1.6834527522225677,15,230,-16.85103319560969,274.523,1.7353296838631693,2.1605612098311093,0.2801652892561984,2.908789240670108,1.8017994317435957,363
COFs,Pseudo-Labeling,48,0.0,15,230,-18.53448594783226,278.721,1.6608693738030238,2.2123963080641125,0.28319559228650143,3.1815302428678045,1.708418704157564,363
COFs,Pseudo-Labeling,47,1.6834527522225677,15,230,-16.85103319560969,285.522,1.9092534324535266,2.1712823798958847,0.2724517906336088,2.765670394206894,1.8112267149344181,363
COFs,Adapter,43,0.0,15,230,-18.53448594783226,260.858,1.8046532088072524,2.1772653707166088,0.278236914600551,2.9098192605478395,2.3092057389412313,363
COFs,Adapter,44,0.0,15,230,-18.53448594783226,264.668,1.6947024556245671,2.220251688186713,0.3099173553719008,3.1956502107858578,2.7557589811833,363
COFs,Adapter,42,1.6834527522225677,15,230,-16.85103319560969,267.806,2.0434091863673154,2.163896815131343,0.24765840220385676,2.5836787899544675,2.889652308577339,363
COFs,Pseudo-Labeling,51,0.0,15,230,-18.53448594783226,280.068,1.7753790262781726,2.1704256932433452,0.2815426997245179,2.9480066042977833,1.464057608572967,363
COFs,Pseudo-Labeling,50,1.6834527522225677,15,230,-16.85103319560969,286.043,1.7636139719806796,2.140559901334162,0.28595041322314046,2.7778235424583952,2.080961256746042,363
COFs,Adapter,45,0.0,15,230,-18.53448594783226,276.667,1.9099347397763966,2.2013678040843487,0.274931129476584,2.9104590074140435,2.1466281957380473,363
COFs,Adapter,46,1.6834527522225677,15,230,-16.85103319560969,274.003,2.0493897379552037,2.190285302781901,0.25785123966942153,2.6904442360415763,2.140303856948416,363
COFs,Adapter,47,12.286313844166017,15,230,-6.248172103666243,257.679,1.9199381217954117,2.1150318221280244,0.2410468319559229,2.4506257712529793,3.681779752967607,363
COFs,Adapter,48,11.81694086482391,15,230,-6.71754508300835,218.073,1.8431105053010766,2.139609494609853,0.26391184573002757,2.6827620662742517,2.9080833611709824,363
COFs,Adapter,50,0.0,15,230,-18.53448594783226,189.852,1.8542283068731609,2.214447948310739,0.2856749311294766,3.0383375788350384,2.440245700797765,363
COFs,Adapter,51,2.768421691579954,15,230,-15.766064256252305,194.084,1.9574117473730155,2.146223232414958,0.2534435261707989,2.5909673992135267,2.841239227736625,363
COFs,Adapter,49,7.8653847808184185,15,230,-10.66910116701384,198.593,1.8802311117423929,2.152986646599157,0.2622589531680441,2.716782948227466,3.008276696852526,363
FreeSolv,Sequential,43,1.37,24,259,-2.06,168.309,2.052722642248248,2.4463811406625866,0.2408963585434174,4.082285226001329,2.1418920052668207,357
FreeSolv,Sequential,42,2.3600000000000003,24,259,-1.07,174.092,1.9105450951016278,2.400997571737059,0.23921568627450984,3.9275750184450717,2.213711926923271,357
FreeSolv,Sequential,44,0.27,24,259,-3.16,163.836,1.88425101244728,2.4123923721043323,0.2588235294117648,3.9997787541996033,2.740646661427199,357
FreeSolv,Sequential,45,0.5,24,259,-2.93,162.985,1.959134378178633,2.4368627637665057,0.238655462184874,4.083086414250868,2.131170113648488,357
FreeSolv,Sequential,46,0.5,24,259,-2.93,168.728,2.1133891193512153,2.456639919883491,0.24341736694677873,4.095811828159193,3.4968401645484675,357
FreeSolv,Sequential,47,0.31000000000000005,24,259,-3.12,168.195,1.9903823445327313,2.492821522365832,0.26162464985994405,4.373693188410559,2.081541490249927,357
FreeSolv,Sequential,48,0.31000000000000005,24,259,-3.12,164.652,1.9059143020348905,2.4099057442054264,0.2641456582633054,3.9736540922641397,2.178957285571937,357
FreeSolv,Sequential,49,0.5,24,259,-2.93,163.204,1.9518488843779234,2.4303002410631747,0.25294117647058834,4.049209869663149,3.318235821121931,357
FreeSolv,Sequential,50,0.27,24,259,-3.16,169.837,2.077469813627082,2.4491054411833777,0.2526610644257704,4.070371797608179,3.4628991895842796,357
FreeSolv,Sequential,51,0.7600000000000002,24,259,-2.67,169.251,2.0401649102587847,2.4568862790424646,0.25966386554621856,4.135507495028888,3.193639873803886,357
FreeSolv,Progressive,42,0.8800000000000003,24,259,-2.55,143.249,2.04651616694673,2.4590432270423257,0.20952380952380958,4.141782703389054,2.2872263155668553,357
FreeSolv,Progressive,43,2.3600000000000003,24,259,-1.07,148.712,2.2248932146895335,2.5058547856612505,0.21428571428571433,4.29473772778087,2.154064201452341,357
FreeSolv,Progressive,44,0.27,24,259,-3.16,144.814,2.092856506593997,2.440240308463046,0.21372549019607848,4.010325916533388,2.001821679811319,357
FreeSolv,Progressive,45,0.5,24,259,-2.93,145.858,1.9428706197841812,2.4836392526879685,0.25630252100840334,4.342075180204317,2.266836090592391,357
FreeSolv,Progressive,46,0.5,24,259,-2.93,144.1,2.253317015110553,2.499686547695777,0.22268907563025211,4.249232267532782,2.287632596278618,357
FreeSolv,Progressive,47,0.31000000000000005,24,259,-3.12,146.639,2.044337765619754,2.5154780486734962,0.24369747899159666,4.468838871784324,2.0821035110904864,357
FreeSolv,Progressive,48,0.31000000000000005,24,259,-3.12,144.717,2.0608464859193636,2.472741178750353,0.2322128851540616,4.211919427673616,1.9743432691439575,357
FreeSolv,Progressive,49,1.0900000000000003,24,259,-2.34,146.142,1.9925609092871464,2.457741289604991,0.23193277310924368,4.165744747041333,2.085731806887475,357
FreeSolv,Progressive,50,0.30000000000000027,24,259,-3.13,152.47,2.0490284627288164,2.465232852155065,0.2310924369747899,4.172175845999179,2.0363151671588064,357
FreeSolv,Progressive,51,0.9500000000000002,24,259,-2.48,152.693,2.121297715784323,2.504144118419976,0.2344537815126051,4.343162995975302,3.0504763144819163,357
FreeSolv,Curriculum,42,0.6000000000000001,24,259,-2.83,201.011,1.8755673051319666,2.434613652701297,0.2507002801120448,4.11987607571825,1.9427120986958106,357
FreeSolv,Curriculum,43,0.5500000000000003,24,259,-2.88,201.448,2.040916952978662,2.4542898474403483,0.24761904761904763,4.135899152587841,2.8085454358003137,357
FreeSolv,Curriculum,44,0.27,24,259,-3.16,192.473,1.9196155628334333,2.4005571556752145,0.25434173669467797,3.916808397287022,2.094993584939565,357
FreeSolv,Curriculum,45,0.5,24,259,-2.93,195.654,1.9574117373354907,2.439205484878821,0.24257703081232496,4.100755543590698,2.3347363156879437,357
FreeSolv,Curriculum,46,0.31000000000000005,24,259,-3.12,199.201,2.081375856892546,2.459673632914635,0.2504201680672269,4.1383401820758925,2.7360761350590095,357
FreeSolv,Curriculum,47,0.31000000000000005,24,259,-3.12,200.725,1.9855745326280096,2.4866777406120333,0.2588235294117647,4.340700592763011,2.320662780159784,357
FreeSolv,MFGP,46,0.9200000000000004,24,259,-2.51,2383.083,2.527554851270387,2.3275152224567246,0.06425770308123246,1.5651643955982544,2.343531852667964,357
FreeSolv,MFGP,42,0.8700000000000001,24,259,-2.56,2510.559,2.6718746656873367,2.4031282049308205,0.07291316526610642,1.5172531493028805,2.5353257948419325,357
FreeSolv,MFGP,43,0.9200000000000004,24,259,-2.51,2528.822,2.6907693818574523,2.391850071478258,0.06546218487394956,1.5384101557018897,2.571410049277812,357
FreeSolv,MFGP,47,0.7200000000000002,24,259,-2.71,2515.678,2.5801423156489895,2.449226483724408,0.0949579831932773,1.4916425521292418,2.408786490667263,357
FreeSolv,MFGP,51,0.9200000000000004,24,259,-2.51,2349.995,2.2627273007200817,2.209247300429997,0.02591036414565829,1.6391950706662322,2.0699349854606326,357
FreeSolv,MFGP,45,0.8700000000000001,24,259,-2.56,2565.786,2.8081666721094227,2.6421082478340208,0.11266106442577031,1.5150621238879993,2.6041059462955576,357
FreeSolv,Curriculum,48,0.31000000000000005,24,259,-3.12,232.791,1.903024915043978,2.4091489950469764,0.2652661064425771,3.972005765149424,2.6991226979365868,357
FreeSolv,Curriculum,49,0.5,24,259,-2.93,244.679,1.8996489426372538,2.418970587893433,0.25938375350140064,4.02272495192886,2.3514396821141506,357
FreeSolv,MFGP,44,1.7500000000000002,24,259,-1.68,2635.019,2.744307957286672,2.4982988614371298,0.08823529411764705,1.5576671415485788,2.483170737661427,357
FreeSolv,MFGP,49,0.9200000000000004,24,259,-2.51,2577.212,2.522971315261786,2.458544308226133,0.1240896358543417,1.336425257142003,2.3869032919412594,357
FreeSolv,Curriculum,50,0.5500000000000003,24,259,-2.88,269.743,2.0225467054781694,2.4639133582571606,0.26386554621848746,4.187683016616158,2.2321658368052217,357
