benchmark,model,seed,final_regret,n_hf,n_lf,best_y,elapsed_sec,calib_budget,lf_rmse,lf_nll,lf_ece,lf_sharpness,hf_rmse,n_held
Park-Fav,DNGO-Gradient,44,2.051277131164388e-07,4,55,2.051277131164388e-07,561.632,9.5,0.3210263495140687,2.395901800477722,0.46395939086294413,4.369110628612891,3.459091497552776,197
Park-Fav,DNGO-Gradient,45,1.1161802446987618e-07,4,55,1.1161802446987618e-07,557.401,9.5,0.29444856526902347,2.3823795078187797,0.47106598984771575,4.3123647462356605,3.781304912604888,197
Park-Fav,DNGO-Gradient,46,1.256850539253712,4,55,1.256850539253712,603.753,9.5,0.41530710772171725,2.388864052649738,0.4563451776649746,4.331139236021869,3.1641170582036384,197
Park-Fav,Knowledge Distillation,42,2.051277131164388e-07,4,55,2.051277131164388e-07,392.567,9.5,0.5083437641522444,2.4477603027004116,0.4365482233502539,4.586014590358428,3.2238117816589216,197
Park-Fav,Knowledge Distillation,43,1.1281375602258802e-07,4,55,1.1281375602258802e-07,385.702,9.5,0.48460775048429483,2.381750455315214,0.4401015228426396,4.292092577868609,3.5061888758268642,197
Park-Fav,DNGO-Gradient,47,0.9061440243658865,4,55,0.9061440243658865,600.35,9.5,0.4652911540631372,2.400469102005646,0.4532994923857869,4.377724829250399,1.9068896657282093,197
Park-Fav,Knowledge Distillation,45,1.1161802446987618e-07,4,55,1.1161802446987618e-07,383.113,9.5,0.3926291487061442,2.385620359151397,0.44873096446700506,4.318560517933471,3.9068459981268595,197
Park-Fav,Knowledge Distillation,44,2.051277131164388e-07,4,55,2.051277131164388e-07,407.702,9.5,0.35247600419738967,2.398728498028521,0.4593908629441624,4.379011094286828,3.214787032629055,197
Park-Fav,DNGO-Gradient,48,1.2568699105471763,4,55,1.2568699105471763,610.553,9.5,0.3649549519125603,2.427136866958655,0.46091370558375633,4.504966447410329,2.0207771362214073,197
Park-Fav,Knowledge Distillation,46,1.256850539253712,4,55,1.256850539253712,415.776,9.5,0.4493620776209527,2.390032301388408,0.44822335025380705,4.33265869637633,3.201834597196735,197
Park-Fav,Knowledge Distillation,47,0.9061440243658865,4,55,0.9061440243658865,400.927,9.5,0.4173771389669526,2.4018957436998605,0.4593908629441624,4.388747189184575,2.540062520103679,197
Park-Fav,DNGO-Gradient,49,2.586872597596253e-07,4,55,2.586872597596253e-07,615.182,9.5,0.4467795310582386,2.477992043014031,0.4472081218274112,4.7345370792551975,2.6545731098574596,197
Park-Fav,DNGO-Gradient,50,0.9061440243658865,4,55,0.9061440243658865,616.341,9.5,0.52770244877707,2.4215306589339565,0.42994923857868017,4.462913363720941,1.6914501451529702,197
Park-Fav,DNGO-Gradient,51,0.9061440243658865,4,55,0.9061440243658865,622.627,9.5,0.4928192943457022,2.465489870249311,0.4314720812182741,4.671084921998569,2.485001261806235,197
Park-Fav,Knowledge Distillation,48,0.9061440243658865,4,55,0.9061440243658865,431.294,9.5,0.41601310544264347,2.4295429272051763,0.4527918781725888,4.511178845926938,2.7461784371040925,197
Park-Fav,Knowledge Distillation,49,2.586872597596253e-07,4,55,2.586872597596253e-07,414.635,9.5,0.39421406272745735,2.4756477567055293,0.4522842639593908,4.72789137644048,2.561520946512772,197
Park-Fav,Knowledge Distillation,50,1.137312731133618e-07,4,55,1.137312731133618e-07,440.47,9.5,0.5543824217542948,2.4235109200128235,0.42233502538071077,4.468471778229141,2.179947558326439,197
Park-Fav,Knowledge Distillation,51,0.9061440243658865,4,55,0.9061440243658865,454.675,9.5,0.5339517419322292,2.466730890962784,0.4248730964467005,4.672503316321811,3.376659067676201,197
Park-Fav,Domain Adaptation (MMD),42,2.586872597596253e-07,4,55,2.586872597596253e-07,753.715,9.5,0.5869837197548023,2.451952649571139,0.4243654822335025,4.596028760923077,3.6644622427446576,197
Park-Fav,Domain Adaptation (MMD),44,2.051277131164388e-07,4,55,2.051277131164388e-07,763.925,9.5,0.43433587646831145,2.4037575543609866,0.4461928934010152,4.393644396873654,3.309204471635913,197
Park-Fav,Domain Adaptation (MMD),43,0.9061440243658865,4,55,0.9061440243658865,782.78,9.5,0.5312670640912098,2.387632371717114,0.43299492385786803,4.31192483344377,2.760055389441052,197
Park-Fav,Domain Adaptation (MMD),46,0.9061440243658865,4,55,0.9061440243658865,752.59,9.5,0.5134172794282693,2.3958231434147366,0.4365482233502539,4.350923102941799,3.312125347809407,197
Park-Fav,Domain Adaptation (MMD),47,1.560885138775958e-07,4,55,1.560885138775958e-07,768.356,9.5,0.49102416137490595,2.4082521433944186,0.4436548223350255,4.409413169510077,2.4768135825621505,197
Park-Fav,Domain Adaptation (MMD),45,1.560885138775958e-07,4,55,1.560885138775958e-07,787.099,9.5,0.4840094522465511,2.3907089447010055,0.43299492385786803,4.331486012499707,3.1001885102135183,197
Park-Fav,Domain Adaptation (MMD),48,2.0780363189549918e-07,4,55,2.0780363189549918e-07,775.202,9.5,0.4588599022441184,2.4322944323335545,0.4436548223350255,4.519345219117718,2.6110283329926256,197
