benchmark,model,seed,final_regret,auc,n_hf,n_lf,elapsed
cell_90,MFGP,42,0.0,0.011725452426430045,25,249,726.7
cell_90,MFGP,43,0.0,0.0,25,249,826.0
cell_90,MFGP,44,0.0,0.07998397487778779,25,249,895.3
cell_90,MFGP,45,0.0,0.09176338394466155,25,249,742.3
cell_90,MFGP,46,0.0,0.13384956349077798,25,249,498.3
cell_90,MFGP,47,0.0,0.011725452426430045,25,249,784.5
cell_90,MFGP,48,0.0,0.03430630645213487,25,249,763.1
cell_90,MFGP,49,0.0,0.0193535724691637,25,249,878.0
cell_90,MFGP,50,0.0,0.0,25,249,872.2
cell_90,MFGP,51,0.0,0.057301952151250925,25,249,778.5
cell_90,DKL,42,0.0,0.004036631163197239,25,249,912.6
cell_90,DKL,43,0.0,0.0,25,249,839.0
cell_90,DKL,44,0.0,0.04064958399430196,25,249,739.7
cell_90,DKL,45,0.0,0.028580157985043087,25,249,820.2
cell_90,DKL,46,0.0,0.042500971219527756,25,249,816.2
cell_90,DKL,47,0.0,0.009418806047460213,25,249,842.3
cell_90,DKL,48,0.0,0.004036631163197239,25,249,924.6
cell_90,DKL,49,0.0,0.0193535724691637,25,249,777.5
cell_90,DKL,50,0.0,0.0,25,249,718.1
cell_90,DKL,51,0.0,0.03871388951838282,25,249,853.7
cell_90,SparseMFGP,42,0.0,0.011725452426430045,25,249,1062.2
cell_90,SparseMFGP,43,0.0,0.0,25,249,1092.8
cell_90,SparseMFGP,44,0.0,0.23852207366160477,25,249,1166.7
cell_90,SparseMFGP,45,0.0,0.13827400800716458,25,249,1046.8
cell_90,SparseMFGP,46,0.0,0.22869184823076089,25,249,1114.2
cell_90,SparseMFGP,47,0.0,0.007961976755479253,25,249,1124.9
cell_90,SparseMFGP,48,0.0,0.007961976755479253,25,249,1113.5
cell_90,SparseMFGP,49,0.0,0.027204263653727728,25,249,1126.4
cell_90,SparseMFGP,50,0.0,0.0,25,249,1071.1
cell_90,SparseMFGP,51,0.0,0.13889788166229533,25,249,1149.4
cell_90,Progressive,42,0.0,0.004036631163197239,25,249,51.1
cell_90,Progressive,43,0.0,0.0,25,249,50.8
cell_90,Progressive,44,0.0,0.022803425167535262,25,249,52.1
cell_90,Progressive,45,0.0,0.024735747353426672,25,249,50.7
cell_90,Progressive,46,0.0,0.024735747353426672,25,249,51.0
cell_90,Progressive,47,0.0,0.004036631163197239,25,249,51.0
cell_90,Progressive,48,0.0,0.007961976755479253,25,249,51.2
cell_90,Progressive,49,0.0,0.0193535724691637,25,249,50.4
cell_90,Progressive,50,0.0,0.0,25,249,49.0
cell_90,Progressive,51,0.0,0.0165916669364498,25,249,50.9
cell_90,KnowledgeDistillation,42,0.0,0.004036631163197239,25,249,87.3
cell_90,KnowledgeDistillation,43,0.0,0.0,25,249,87.0
cell_90,KnowledgeDistillation,44,0.0,0.022803425167535262,25,249,85.2
cell_90,KnowledgeDistillation,45,0.0,0.0193535724691637,25,249,87.8
cell_90,KnowledgeDistillation,46,0.0,0.0193535724691637,25,249,86.8
cell_90,KnowledgeDistillation,47,0.0,0.004036631163197239,25,249,92.0
cell_90,KnowledgeDistillation,48,0.0,0.007961976755479253,25,249,87.9
cell_90,KnowledgeDistillation,49,0.0,0.0193535724691637,25,249,87.8
cell_90,KnowledgeDistillation,50,0.0,0.0,25,249,76.9
cell_90,KnowledgeDistillation,51,0.0,0.0165916669364498,25,249,78.9
cell_90,PseudoLabeling,42,0.0,0.004036631163197239,25,249,91.9
cell_90,PseudoLabeling,43,0.0,0.0,25,249,91.5
cell_90,PseudoLabeling,44,0.0,0.022803425167535262,25,249,92.6
cell_90,PseudoLabeling,45,0.0,0.0193535724691637,25,249,90.2
cell_90,PseudoLabeling,46,0.0,0.0193535724691637,25,249,92.3
cell_90,PseudoLabeling,47,0.0,0.004036631163197239,25,249,91.7
cell_90,PseudoLabeling,48,0.0,0.007961976755479253,25,249,89.3
cell_90,PseudoLabeling,49,0.0,0.0193535724691637,25,249,91.9
cell_90,PseudoLabeling,50,0.0,0.0,25,249,85.9
cell_90,PseudoLabeling,51,0.0,0.0165916669364498,25,249,86.1
