benchmark,model,seed,final_regret,auc,n_hf,n_lf,elapsed
cell_00,MFGP,42,0.08919437340153435,0.09057026773284974,25,249,258.6
cell_00,MFGP,43,0.0,0.0,25,249,187.1
cell_00,MFGP,44,0.4619565217391305,0.47437666591127375,25,249,218.1
cell_00,MFGP,45,0.4619565217391305,0.47923613584123803,25,249,258.0
cell_00,MFGP,46,0.46707161125319696,0.4807765979259066,25,249,277.5
cell_00,MFGP,47,0.08919437340153435,0.09057026773284974,25,249,214.1
cell_00,MFGP,48,0.08919437340153435,0.09057026773284974,25,249,142.8
cell_00,MFGP,49,0.46707161125319696,0.48567316304617597,25,249,151.3
cell_00,MFGP,50,0.0,0.0,25,249,170.6
cell_00,MFGP,51,0.46707161125319696,0.48136000410070456,25,249,227.0
cell_00,DKL,42,0.08919437340153435,0.10190116222603501,25,249,912.7
cell_00,DKL,43,0.0,0.0,25,249,683.7
cell_00,DKL,44,0.40153452685422,0.47380270214855336,25,249,1055.5
cell_00,DKL,45,0.3721227621483376,0.38980367876374533,25,249,1006.9
cell_00,DKL,46,0.4619565217391305,0.49423608188459756,25,249,1058.7
cell_00,DKL,47,0.08919437340153435,0.10190116222603501,25,249,915.5
cell_00,DKL,48,0.08919437340153435,0.09882563372074184,25,249,1058.1
cell_00,DKL,49,0.40792838874680315,0.47584293761533214,25,249,922.8
cell_00,DKL,50,0.0,0.0,25,249,742.7
cell_00,DKL,51,0.40153452685422,0.45736616055337925,25,249,992.0
cell_00,SparseMFGP,42,0.08919437340153435,0.09057026773284974,25,249,1521.8
cell_00,SparseMFGP,43,0.0,0.0,25,249,1017.9
cell_00,SparseMFGP,44,0.08919437340153435,0.27022227438030744,25,249,1547.7
cell_00,SparseMFGP,45,0.08919437340153435,0.1625012140244094,25,249,953.3
cell_00,SparseMFGP,46,0.0,0.11144406854651533,25,249,1145.5
cell_00,SparseMFGP,47,0.08919437340153435,0.09057026773284974,25,249,953.1
cell_00,SparseMFGP,48,0.08919437340153435,0.09057026773284974,25,249,1435.9
cell_00,SparseMFGP,49,0.08919437340153435,0.19770792191394918,25,249,929.4
cell_00,SparseMFGP,50,0.0,0.0,25,249,1505.1
cell_00,SparseMFGP,51,0.08919437340153435,0.21473461426397658,25,249,905.1
cell_00,Progressive,42,0.08919437340153435,0.09057026773284974,25,249,54.5
cell_00,Progressive,43,0.0,0.0,25,249,53.4
cell_00,Progressive,44,0.0,0.0621243268909101,25,249,53.9
cell_00,Progressive,45,0.08919437340153435,0.14416944543364907,25,249,53.2
cell_00,Progressive,46,0.08919437340153435,0.146044438689069,25,249,35.0
cell_00,Progressive,47,0.08919437340153435,0.09235083686749314,25,249,36.1
cell_00,Progressive,48,0.08919437340153435,0.09073213765418095,25,249,53.2
cell_00,Progressive,49,0.08919437340153435,0.14188977737490108,25,249,53.1
cell_00,Progressive,50,0.0,0.0,25,249,34.7
cell_00,Progressive,51,0.0,0.1360786471991101,25,249,36.1
cell_00,KnowledgeDistillation,42,0.08919437340153435,0.09089400757551218,25,249,94.2
cell_00,KnowledgeDistillation,43,0.0,0.0,25,249,93.8
cell_00,KnowledgeDistillation,44,0.0,0.14500172661249358,25,249,60.0
cell_00,KnowledgeDistillation,45,0.3347186700767264,0.41006237387635286,25,249,60.1
cell_00,KnowledgeDistillation,46,0.0,0.11813469196153908,25,249,60.4
cell_00,KnowledgeDistillation,47,0.08919437340153435,0.09218896694616192,25,249,59.8
cell_00,KnowledgeDistillation,48,0.08919437340153435,0.09073213765418095,25,249,93.3
cell_00,KnowledgeDistillation,49,0.290920716112532,0.36144541746252684,25,249,94.1
cell_00,KnowledgeDistillation,50,0.0,0.0,25,249,92.6
cell_00,KnowledgeDistillation,51,0.0,0.14552105927676434,25,249,97.0
cell_00,PseudoLabeling,42,0.08919437340153435,0.09089400757551218,25,249,108.0
cell_00,PseudoLabeling,43,0.0,0.0,25,249,107.6
cell_00,PseudoLabeling,44,0.0,0.14500172661249358,25,249,108.6
cell_00,PseudoLabeling,45,0.3347186700767264,0.4127871842187617,25,249,108.4
cell_00,PseudoLabeling,46,0.0,0.11813469196153908,25,249,107.1
cell_00,PseudoLabeling,47,0.08919437340153435,0.09218896694616192,25,249,106.7
cell_00,PseudoLabeling,48,0.08919437340153435,0.09073213765418095,25,249,108.3
cell_00,PseudoLabeling,49,0.30754475703324813,0.37357756806630166,25,249,107.3
cell_00,PseudoLabeling,50,0.0,0.0,25,249,106.3
cell_00,PseudoLabeling,51,0.0,0.14552105927676434,25,249,106.6
