benchmark,model,seed,final_regret,auc,n_hf,n_lf,elapsed
cell_104,MFGP,42,0.08919437340153435,0.09591197513677999,25,249,163.1
cell_104,MFGP,43,0.0,0.0,25,249,130.7
cell_104,MFGP,44,0.15281329923273657,0.26683716965046844,25,249,167.9
cell_104,MFGP,45,0.08919437340153435,0.2026584436746623,25,249,133.8
cell_104,MFGP,46,0.09303069053708435,0.3334277574541096,25,249,130.5
cell_104,MFGP,47,0.08919437340153435,0.09121774741817462,25,249,147.2
cell_104,MFGP,48,0.08919437340153435,0.09137961733950584,25,249,137.1
cell_104,MFGP,49,0.0,0.0451583357613819,25,249,137.0
cell_104,MFGP,50,0.0,0.0,25,249,140.3
cell_104,MFGP,51,0.08919437340153435,0.3024816007856081,25,249,130.8
cell_104,DKL,42,0.08919437340153435,0.10497669073132815,25,249,658.9
cell_104,DKL,43,0.0,0.0,25,249,659.3
cell_104,DKL,44,0.0,0.07156673896856446,25,249,651.9
cell_104,DKL,45,0.08919437340153435,0.15489332772184222,25,249,660.0
cell_104,DKL,46,0.08919437340153435,0.2914845630051683,25,249,653.8
cell_104,DKL,47,0.08919437340153435,0.09283644663148678,25,249,658.5
cell_104,DKL,48,0.08919437340153435,0.10206303214736623,25,249,659.3
cell_104,DKL,49,0.08919437340153435,0.13278459430002013,25,249,654.7
cell_104,DKL,50,0.0,0.0,25,249,658.1
cell_104,DKL,51,0.08919437340153435,0.1322214218653886,25,249,661.1
cell_104,SparseMFGP,42,0.0,0.08699496584544643,25,249,992.4
cell_104,SparseMFGP,43,0.0,0.0,25,249,970.8
cell_104,SparseMFGP,44,0.08919437340153435,0.3332975870590389,25,249,872.1
cell_104,SparseMFGP,45,0.5421994884910486,0.5443948492991032,25,249,864.8
cell_104,SparseMFGP,46,0.5597826086956522,0.5614485199693527,25,249,869.5
cell_104,SparseMFGP,47,0.0,0.06425224189841026,25,249,880.0
cell_104,SparseMFGP,48,0.0,0.07930614458221356,25,249,956.7
cell_104,SparseMFGP,49,0.30754475703324813,0.4931319941295174,25,249,963.3
cell_104,SparseMFGP,50,0.0,0.0,25,249,1030.1
cell_104,SparseMFGP,51,0.08919437340153435,0.2772433822180489,25,249,868.9
cell_104,Progressive,42,0.0,0.03968848133639788,25,249,40.2
cell_104,Progressive,43,0.0,0.0,25,249,38.7
cell_104,Progressive,44,0.0,0.044467016305696466,25,249,38.1
cell_104,Progressive,45,0.0,0.031183565886453487,25,249,46.9
cell_104,Progressive,46,0.0,0.045333694842824034,25,249,54.1
cell_104,Progressive,47,0.0,0.03823165204441692,25,249,47.1
cell_104,Progressive,48,0.0,0.024634578652594604,25,249,46.2
cell_104,Progressive,49,0.0,0.04263586282063709,25,249,38.6
cell_104,Progressive,50,0.0,0.0,25,249,38.3
cell_104,Progressive,51,0.0,0.04095309009679795,25,249,38.5
cell_104,KnowledgeDistillation,42,0.0,0.08108671371685697,25,249,77.2
cell_104,KnowledgeDistillation,43,0.0,0.0,25,249,76.3
cell_104,KnowledgeDistillation,44,0.0,0.09193537073607623,25,249,62.6
cell_104,KnowledgeDistillation,45,0.0,0.07920497588138145,25,249,64.2
cell_104,KnowledgeDistillation,46,0.0,0.086340741580066,25,249,68.2
cell_104,KnowledgeDistillation,47,0.08919437340153435,0.09073213765418095,25,249,79.4
cell_104,KnowledgeDistillation,48,0.0,0.06979628670400449,25,249,66.3
cell_104,KnowledgeDistillation,49,0.0,0.10424085704727654,25,249,62.9
cell_104,KnowledgeDistillation,50,0.0,0.0,25,249,61.5
cell_104,KnowledgeDistillation,51,0.0,0.09395200017266099,25,249,60.9
cell_104,PseudoLabeling,42,0.0,0.08485018938780778,25,249,71.7
cell_104,PseudoLabeling,43,0.0,0.0,25,249,72.1
cell_104,PseudoLabeling,44,0.0,0.09193537073607623,25,249,71.7
cell_104,PseudoLabeling,45,0.0,0.07920497588138145,25,249,80.2
cell_104,PseudoLabeling,46,0.0,0.09010421725101682,25,249,85.1
cell_104,PseudoLabeling,47,0.08919437340153435,0.09218896694616192,25,249,85.3
cell_104,PseudoLabeling,48,0.0,0.06979628670400449,25,249,85.5
cell_104,PseudoLabeling,49,0.0,0.09386769292196764,25,249,78.7
cell_104,PseudoLabeling,50,0.0,0.0,25,249,71.9
cell_104,PseudoLabeling,51,0.0,0.10008956802313634,25,249,72.5
