benchmark,model,seed,final_regret,auc,n_hf,n_lf,elapsed
cell_47,MFGP,42,0.0,0.05785838000582716,25,249,193.6
cell_47,MFGP,43,0.0,0.0,25,249,195.0
cell_47,MFGP,44,0.0,0.18049170686436303,25,249,179.2
cell_47,MFGP,45,0.0,0.0451583357613819,25,249,179.8
cell_47,MFGP,46,0.08919437340153435,0.24030668954428125,25,249,171.5
cell_47,MFGP,47,0.0,0.007961976755479253,25,249,189.9
cell_47,MFGP,48,0.0,0.049845818899931844,25,249,194.3
cell_47,MFGP,49,0.0,0.0193535724691637,25,249,191.2
cell_47,MFGP,50,0.0,0.0,25,249,129.0
cell_47,MFGP,51,0.08919437340153435,0.24406004834514908,25,249,121.1
cell_47,DKL,42,0.0,0.02018315581598616,25,249,747.4
cell_47,DKL,43,0.0,0.0,25,249,1096.6
cell_47,DKL,44,0.0,0.06921962510926179,25,249,1053.3
cell_47,DKL,45,0.0,0.09949267268822715,25,249,821.7
cell_47,DKL,46,0.0,0.09303136499508939,25,249,959.9
cell_47,DKL,47,0.0,0.009418806047460213,25,249,1043.5
cell_47,DKL,48,0.0,0.013344151639742225,25,249,1062.2
cell_47,DKL,49,0.0,0.0947444883291781,25,249,978.4
cell_47,DKL,50,0.0,0.0,25,249,1034.4
cell_47,DKL,51,0.0,0.10508055726418186,25,249,1003.2
cell_47,SparseMFGP,42,0.0,0.023015879439282422,25,249,1275.7
cell_47,SparseMFGP,43,0.0,0.0,25,249,1107.4
cell_47,SparseMFGP,44,0.0,0.08597316196704277,25,249,1490.9
cell_47,SparseMFGP,45,0.0,0.07478053136499463,25,249,951.8
cell_47,SparseMFGP,46,0.0,0.1343081949345498,25,249,1259.8
cell_47,SparseMFGP,47,0.0,0.015488928097380835,25,249,942.1
cell_47,SparseMFGP,48,0.0,0.022854009517951204,25,249,1504.3
cell_47,SparseMFGP,49,0.0,0.028661092945708684,25,249,904.4
cell_47,SparseMFGP,50,0.0,0.0,25,249,1389.4
cell_47,SparseMFGP,51,0.0,0.08140708126949135,25,249,918.9
cell_47,Progressive,42,0.0,0.004036631163197239,25,249,54.5
cell_47,Progressive,43,0.0,0.0,25,249,54.0
cell_47,Progressive,44,0.0,0.017421250283272294,25,249,50.3
cell_47,Progressive,45,0.0,0.02580139100219052,25,249,54.0
cell_47,Progressive,46,0.0,0.0193535724691637,25,249,53.7
cell_47,Progressive,47,0.0,0.004036631163197239,25,249,53.6
cell_47,Progressive,48,0.0,0.004036631163197239,25,249,54.0
cell_47,Progressive,49,0.0,0.0193535724691637,25,249,54.0
cell_47,Progressive,50,0.0,0.0,25,249,54.3
cell_47,Progressive,51,0.0,0.0165916669364498,25,249,54.1
cell_47,KnowledgeDistillation,42,0.0,0.004036631163197239,25,249,96.3
cell_47,KnowledgeDistillation,43,0.0,0.0,25,249,93.4
cell_47,KnowledgeDistillation,44,0.0,0.017421250283272294,25,249,97.6
cell_47,KnowledgeDistillation,45,0.0,0.0193535724691637,25,249,98.0
cell_47,KnowledgeDistillation,46,0.0,0.0193535724691637,25,249,57.7
cell_47,KnowledgeDistillation,47,0.0,0.004036631163197239,25,249,59.2
cell_47,KnowledgeDistillation,48,0.0,0.004036631163197239,25,249,97.7
cell_47,KnowledgeDistillation,49,0.0,0.0193535724691637,25,249,97.6
cell_47,KnowledgeDistillation,50,0.0,0.0,25,249,57.6
cell_47,KnowledgeDistillation,51,0.0,0.0165916669364498,25,249,66.1
cell_47,PseudoLabeling,42,0.0,0.004036631163197239,25,249,92.8
cell_47,PseudoLabeling,43,0.0,0.0,25,249,65.6
cell_47,PseudoLabeling,44,0.0,0.017421250283272294,25,249,109.1
cell_47,PseudoLabeling,45,0.0,0.0193535724691637,25,249,109.1
cell_47,PseudoLabeling,46,0.0,0.0193535724691637,25,249,64.9
cell_47,PseudoLabeling,47,0.0,0.004036631163197239,25,249,66.0
cell_47,PseudoLabeling,48,0.0,0.004036631163197239,25,249,93.1
cell_47,PseudoLabeling,49,0.0,0.0193535724691637,25,249,66.7
cell_47,PseudoLabeling,50,0.0,0.0,25,249,65.6
cell_47,PseudoLabeling,51,0.0,0.0165916669364498,25,249,67.9
