benchmark,model,seed,final_regret,auc,n_hf,n_lf,elapsed
cell_38,MFGP,42,0.08919437340153435,0.09170335718216827,25,249,139.9
cell_38,MFGP,43,0.0,0.0,25,249,130.4
cell_38,MFGP,44,0.08919437340153435,0.21371618267560166,25,249,167.9
cell_38,MFGP,45,0.2320971867007673,0.2875544962068478,25,249,291.0
cell_38,MFGP,46,0.08919437340153435,0.3064575307283062,25,249,257.8
cell_38,MFGP,47,0.08919437340153435,0.09073213765418095,25,249,151.9
cell_38,MFGP,48,0.08919437340153435,0.09073213765418095,25,249,144.7
cell_38,MFGP,49,0.08919437340153435,0.23665112715421832,25,249,171.9
cell_38,MFGP,50,0.0,0.0,25,249,137.3
cell_38,MFGP,51,0.2320971867007673,0.28004440631508487,25,249,255.4
cell_38,DKL,42,0.08919437340153435,0.09753067435009212,25,249,471.9
cell_38,DKL,43,0.0,0.0,25,249,474.5
cell_38,DKL,44,0.08919437340153435,0.15696728608889868,25,249,509.0
cell_38,DKL,45,0.08919437340153435,0.19229876870946444,25,249,524.0
cell_38,DKL,46,0.21483375959079287,0.26796418897773716,25,249,537.7
cell_38,DKL,47,0.08919437340153435,0.09736880442876089,25,249,478.4
cell_38,DKL,48,0.08919437340153435,0.099634983327398,25,249,491.4
cell_38,DKL,49,0.08919437340153435,0.1990433487649321,25,249,480.4
cell_38,DKL,50,0.0,0.0,25,249,514.0
cell_38,DKL,51,0.08919437340153435,0.20475263578188532,25,249,529.8
cell_38,SparseMFGP,42,0.08919437340153435,0.09057026773284974,25,249,670.6
cell_38,SparseMFGP,43,0.0,0.0,25,249,646.0
cell_38,SparseMFGP,44,0.08919437340153435,0.26176457099075123,25,249,681.2
cell_38,SparseMFGP,45,0.42774936061381086,0.5391597062600495,25,249,716.0
cell_38,SparseMFGP,46,0.15281329923273657,0.4035262013445991,25,249,651.6
cell_38,SparseMFGP,47,0.08919437340153435,0.09057026773284974,25,249,679.2
cell_38,SparseMFGP,48,0.0,0.0832314901744956,25,249,640.5
cell_38,SparseMFGP,49,0.2528772378516625,0.430873450095503,25,249,639.8
cell_38,SparseMFGP,50,0.0,0.0,25,249,671.2
cell_38,SparseMFGP,51,0.15281329923273657,0.2885884403293508,25,249,637.5
cell_38,Progressive,42,0.08919437340153435,0.09057026773284974,25,249,26.2
cell_38,Progressive,43,0.0,0.0,25,249,26.2
cell_38,Progressive,44,0.0,0.05322148121769316,25,249,27.8
cell_38,Progressive,45,0.08919437340153435,0.10750590825212834,25,249,26.7
cell_38,Progressive,46,0.08919437340153435,0.12586465516311057,25,249,26.1
cell_38,Progressive,47,0.08919437340153435,0.09057026773284974,25,249,27.3
cell_38,Progressive,48,0.08919437340153435,0.09057026773284974,25,249,25.2
cell_38,Progressive,49,0.08919437340153435,0.10750590825212834,25,249,26.5
cell_38,Progressive,50,0.0,0.0,25,249,25.9
cell_38,Progressive,51,0.08919437340153435,0.12310274963039666,25,249,25.2
cell_38,KnowledgeDistillation,42,0.08919437340153435,0.09235083686749314,25,249,42.8
cell_38,KnowledgeDistillation,43,0.0,0.0,25,249,43.6
cell_38,KnowledgeDistillation,44,0.08919437340153435,0.13810944025381164,25,249,43.2
cell_38,KnowledgeDistillation,45,0.08919437340153435,0.14470901183808643,25,249,45.4
cell_38,KnowledgeDistillation,46,0.08919437340153435,0.14557231808518628,25,249,43.2
cell_38,KnowledgeDistillation,47,0.08919437340153435,0.09089400757551218,25,249,43.2
cell_38,KnowledgeDistillation,48,0.08919437340153435,0.09057026773284974,25,249,43.8
cell_38,KnowledgeDistillation,49,0.08919437340153435,0.15439422879773768,25,249,51.8
cell_38,KnowledgeDistillation,50,0.0,0.0,25,249,41.1
cell_38,KnowledgeDistillation,51,0.08919437340153435,0.12929427412131575,25,249,42.6
cell_38,PseudoLabeling,42,0.08919437340153435,0.09235083686749314,25,249,48.8
cell_38,PseudoLabeling,43,0.0,0.0,25,249,48.1
cell_38,PseudoLabeling,44,0.08919437340153435,0.13810944025381164,25,249,49.2
cell_38,PseudoLabeling,45,0.08919437340153435,0.14470901183808643,25,249,49.4
cell_38,PseudoLabeling,46,0.08919437340153435,0.14557231808518628,25,249,49.1
cell_38,PseudoLabeling,47,0.08919437340153435,0.09089400757551218,25,249,48.4
cell_38,PseudoLabeling,48,0.08919437340153435,0.09073213765418095,25,249,48.8
cell_38,PseudoLabeling,49,0.08919437340153435,0.16644004877680252,25,249,48.4
cell_38,PseudoLabeling,50,0.0,0.0,25,249,49.6
cell_38,PseudoLabeling,51,0.08919437340153435,0.1291324041999845,25,249,48.4
