benchmark,model,seed,final_regret,auc,n_hf,n_lf,elapsed
cell_103,MFGP,42,0.08919437340153435,0.09348392631681168,25,249,173.9
cell_103,MFGP,43,0.0,0.0,25,249,148.3
cell_103,MFGP,44,0.15281329923273657,0.26683716965046844,25,249,183.0
cell_103,MFGP,45,0.08919437340153435,0.20282031359599353,25,249,155.7
cell_103,MFGP,46,0.09303069053708435,0.3334277574541096,25,249,155.3
cell_103,MFGP,47,0.08919437340153435,0.09121774741817462,25,249,174.2
cell_103,MFGP,48,0.08919437340153435,0.09137961733950584,25,249,164.4
cell_103,MFGP,49,0.0,0.0451583357613819,25,249,152.1
cell_103,MFGP,50,0.0,0.0,25,249,160.3
cell_103,MFGP,51,0.08919437340153435,0.3024816007856081,25,249,146.2
cell_103,DKL,42,0.08919437340153435,0.09526449545145506,25,249,708.6
cell_103,DKL,43,0.0,0.0,25,249,708.8
cell_103,DKL,44,0.08919437340153435,0.18723696137783608,25,249,705.5
cell_103,DKL,45,0.0,0.051606154294408714,25,249,718.9
cell_103,DKL,46,0.08919437340153435,0.32878209071190323,25,249,716.3
cell_103,DKL,47,0.08919437340153435,0.09429327592346776,25,249,715.5
cell_103,DKL,48,0.0,0.09278181553303744,25,249,724.4
cell_103,DKL,49,0.08919437340153435,0.1491739238348059,25,249,714.3
cell_103,DKL,50,0.0,0.0,25,249,711.0
cell_103,DKL,51,0.08919437340153435,0.13742823766820944,25,249,711.9
cell_103,SparseMFGP,42,0.08919437340153435,0.09057026773284974,25,249,954.9
cell_103,SparseMFGP,43,0.0,0.0,25,249,951.2
cell_103,SparseMFGP,44,0.08919437340153435,0.3332975870590389,25,249,965.1
cell_103,SparseMFGP,45,0.5421994884910486,0.5443948492991032,25,249,943.3
cell_103,SparseMFGP,46,0.5597826086956522,0.5614485199693527,25,249,955.9
cell_103,SparseMFGP,47,0.0,0.06425224189841026,25,249,956.3
cell_103,SparseMFGP,48,0.08919437340153435,0.09040839781151852,25,249,969.7
cell_103,SparseMFGP,49,0.08919437340153435,0.3198522667184644,25,249,969.5
cell_103,SparseMFGP,50,0.0,0.0,25,249,947.4
cell_103,SparseMFGP,51,0.08919437340153435,0.27693313153549737,25,249,952.9
cell_103,Progressive,42,0.0,0.03968848133639788,25,249,48.1
cell_103,Progressive,43,0.0,0.0,25,249,50.1
cell_103,Progressive,44,0.0,0.07081134600235224,25,249,50.5
cell_103,Progressive,45,0.0,0.0193535724691637,25,249,48.7
cell_103,Progressive,46,0.0,0.06038759752662732,25,249,49.4
cell_103,Progressive,47,0.0,0.06833945741202352,25,249,46.7
cell_103,Progressive,48,0.0,0.047215432678299536,25,249,48.6
cell_103,Progressive,49,0.0,0.06898019251729282,25,249,48.9
cell_103,Progressive,50,0.0,0.0,25,249,49.5
cell_103,Progressive,51,0.0,0.029487304002503434,25,249,50.0
cell_103,KnowledgeDistillation,42,0.0,0.05474238402020118,25,249,80.8
cell_103,KnowledgeDistillation,43,0.0,0.0,25,249,81.0
cell_103,KnowledgeDistillation,44,0.0,0.09193537073607623,25,249,80.1
cell_103,KnowledgeDistillation,45,0.0,0.07920497588138145,25,249,81.3
cell_103,KnowledgeDistillation,46,0.0,0.05999641188341022,25,249,80.9
cell_103,KnowledgeDistillation,47,0.0,0.07586640875392518,25,249,79.5
cell_103,KnowledgeDistillation,48,0.0,0.06979628670400449,25,249,80.1
cell_103,KnowledgeDistillation,49,0.0,0.07020770608738788,25,249,79.0
cell_103,KnowledgeDistillation,50,0.0,0.0,25,249,72.2
cell_103,KnowledgeDistillation,51,0.0,0.08503566533933304,25,249,71.4
cell_103,PseudoLabeling,42,0.0,0.08485018938780778,25,249,85.9
cell_103,PseudoLabeling,43,0.0,0.0,25,249,84.9
cell_103,PseudoLabeling,44,0.0,0.09193537073607623,25,249,84.6
cell_103,PseudoLabeling,45,0.0,0.07920497588138145,25,249,86.0
cell_103,PseudoLabeling,46,0.0,0.05999641188341022,25,249,84.9
cell_103,PseudoLabeling,47,0.0,0.08485018938780778,25,249,84.9
cell_103,PseudoLabeling,48,0.0,0.06979628670400449,25,249,84.8
cell_103,PseudoLabeling,49,0.0,0.086340741580066,25,249,84.9
cell_103,PseudoLabeling,50,0.0,0.0,25,249,81.6
cell_103,PseudoLabeling,51,0.0,0.08503566533933304,25,249,80.7
