benchmark,model,seed,final_regret,auc,n_hf,n_lf,elapsed
cell_33,MFGP,42,0.0,0.03543939590145341,25,249,144.7
cell_33,MFGP,43,0.0,0.0,25,249,188.6
cell_33,MFGP,44,0.0,0.1178075798288488,25,249,140.2
cell_33,MFGP,45,0.0,0.14476229402052465,25,249,266.2
cell_33,MFGP,46,0.0,0.11901148736874982,25,249,167.0
cell_33,MFGP,47,0.0,0.03543939590145341,25,249,151.0
cell_33,MFGP,48,0.0,0.039364741493735464,25,249,149.2
cell_33,MFGP,49,0.0,0.0193535724691637,25,249,213.1
cell_33,MFGP,50,0.0,0.0,25,249,190.1
cell_33,MFGP,51,0.0,0.13593026643788989,25,249,227.0
cell_33,DKL,42,0.0,0.03632968046877508,25,249,472.8
cell_33,DKL,43,0.0,0.0,25,249,470.5
cell_33,DKL,44,0.0,0.10759628562487118,25,249,466.1
cell_33,DKL,45,0.0,0.09750976615191972,25,249,477.0
cell_33,DKL,46,0.0,0.06354406099258599,25,249,480.9
cell_33,DKL,47,0.0,0.02018315581598616,25,249,479.3
cell_33,DKL,48,0.0,0.014800980931723185,25,249,473.3
cell_33,DKL,49,0.0,0.0665791220175463,25,249,473.0
cell_33,DKL,50,0.0,0.0,25,249,471.4
cell_33,DKL,51,0.0,0.04682087474505457,25,249,474.3
cell_33,SparseMFGP,42,0.0,0.03430630645213487,25,249,640.9
cell_33,SparseMFGP,43,0.0,0.0,25,249,643.0
cell_33,SparseMFGP,44,0.08919437340153435,0.2709506890262979,25,249,644.4
cell_33,SparseMFGP,45,0.0,0.17725768072776646,25,249,637.1
cell_33,SparseMFGP,46,0.0,0.08563930525429712,25,249,658.1
cell_33,SparseMFGP,47,0.0,0.049360209135938186,25,249,640.2
cell_33,SparseMFGP,48,0.0,0.049360209135938186,25,249,649.4
cell_33,SparseMFGP,49,0.0,0.08563930525429712,25,249,630.8
cell_33,SparseMFGP,50,0.0,0.0,25,249,651.6
cell_33,SparseMFGP,51,0.0,0.08348441192657528,25,249,638.0
cell_33,Progressive,42,0.0,0.004036631163197239,25,249,29.2
cell_33,Progressive,43,0.0,0.0,25,249,26.3
cell_33,Progressive,44,0.0,0.0397727885870912,25,249,26.8
cell_33,Progressive,45,0.0,0.0193535724691637,25,249,25.1
cell_33,Progressive,46,0.0,0.0193535724691637,25,249,27.5
cell_33,Progressive,47,0.0,0.004036631163197239,25,249,26.5
cell_33,Progressive,48,0.0,0.004036631163197239,25,249,26.6
cell_33,Progressive,49,0.0,0.0193535724691637,25,249,27.8
cell_33,Progressive,50,0.0,0.0,25,249,25.8
cell_33,Progressive,51,0.0,0.0165916669364498,25,249,26.8
cell_33,KnowledgeDistillation,42,0.0,0.007961976755479253,25,249,43.8
cell_33,KnowledgeDistillation,43,0.0,0.0,25,249,43.6
cell_33,KnowledgeDistillation,44,0.0,0.03951649454498344,25,249,43.2
cell_33,KnowledgeDistillation,45,0.0,0.0193535724691637,25,249,44.3
cell_33,KnowledgeDistillation,46,0.0,0.0193535724691637,25,249,43.6
cell_33,KnowledgeDistillation,47,0.0,0.004036631163197239,25,249,44.1
cell_33,KnowledgeDistillation,48,0.0,0.004036631163197239,25,249,44.7
cell_33,KnowledgeDistillation,49,0.0,0.0193535724691637,25,249,43.1
cell_33,KnowledgeDistillation,50,0.0,0.0,25,249,41.6
cell_33,KnowledgeDistillation,51,0.0,0.0165916669364498,25,249,41.1
cell_33,PseudoLabeling,42,0.0,0.007961976755479253,25,249,49.1
cell_33,PseudoLabeling,43,0.0,0.0,25,249,48.5
cell_33,PseudoLabeling,44,0.0,0.03951649454498344,25,249,48.5
cell_33,PseudoLabeling,45,0.0,0.0193535724691637,25,249,48.6
cell_33,PseudoLabeling,46,0.0,0.0193535724691637,25,249,48.4
cell_33,PseudoLabeling,47,0.0,0.004036631163197239,25,249,48.4
cell_33,PseudoLabeling,48,0.0,0.004036631163197239,25,249,50.9
cell_33,PseudoLabeling,49,0.0,0.0193535724691637,25,249,49.7
cell_33,PseudoLabeling,50,0.0,0.0,25,249,49.9
cell_33,PseudoLabeling,51,0.0,0.0165916669364498,25,249,48.5
