benchmark,model,seed,final_regret,auc,n_hf,n_lf,elapsed
cell_109,MFGP,42,0.08919437340153435,0.09057026773284974,25,249,245.7
cell_109,MFGP,43,0.0,0.0,25,249,229.8
cell_109,MFGP,44,0.08919437340153435,0.18723696137783602,25,249,246.3
cell_109,MFGP,45,0.08919437340153435,0.13850399818705644,25,249,254.4
cell_109,MFGP,46,0.08919437340153435,0.13306786666234974,25,249,245.1
cell_109,MFGP,47,0.08919437340153435,0.09057026773284974,25,249,232.6
cell_109,MFGP,48,0.08919437340153435,0.09057026773284974,25,249,259.5
cell_109,MFGP,49,0.08919437340153435,0.14926834795558241,25,249,249.1
cell_109,MFGP,50,0.0,0.0,25,249,245.7
cell_109,MFGP,51,0.08919437340153435,0.13613327829755967,25,249,257.9
cell_109,DKL,42,0.08919437340153435,0.09040839781151852,25,249,737.4
cell_109,DKL,43,0.0,0.0,25,249,723.1
cell_109,DKL,44,0.08919437340153435,0.15281262477473057,25,249,708.2
cell_109,DKL,45,0.08919437340153435,0.16266308394574064,25,249,705.9
cell_109,DKL,46,0.08919437340153435,0.16054528580832386,25,249,775.8
cell_109,DKL,47,0.08919437340153435,0.09364579623814287,25,249,721.3
cell_109,DKL,48,0.08919437340153435,0.0985018938780794,25,249,708.0
cell_109,DKL,49,0.08919437340153435,0.18876460876039952,25,249,721.3
cell_109,DKL,50,0.0,0.0,25,249,754.3
cell_109,DKL,51,0.08919437340153435,0.1695863953726779,25,249,769.2
cell_109,SparseMFGP,42,0.0,0.08306962025316439,25,249,940.9
cell_109,SparseMFGP,43,0.0,0.0,25,249,1013.8
cell_109,SparseMFGP,44,0.08919437340153435,0.22066310013273255,25,249,992.9
cell_109,SparseMFGP,45,0.0,0.15779282268768763,25,249,981.6
cell_109,SparseMFGP,46,0.0,0.10773454951600829,25,249,1000.7
cell_109,SparseMFGP,47,0.0,0.07930614458221356,25,249,953.6
cell_109,SparseMFGP,48,0.0,0.06801571756936109,25,249,953.2
cell_109,SparseMFGP,49,0.0,0.10773454951600829,25,249,970.6
cell_109,SparseMFGP,50,0.0,0.0,25,249,994.2
cell_109,SparseMFGP,51,0.08919437340153435,0.1780980554026777,25,249,1018.4
cell_109,Progressive,42,0.0,0.03216152999449622,25,249,50.2
cell_109,Progressive,43,0.0,0.0,25,249,49.0
cell_109,Progressive,44,0.0,0.058064089697518806,25,249,50.1
cell_109,Progressive,45,0.0,0.060374108366516376,25,249,50.2
cell_109,Progressive,46,0.0,0.05500542264236432,25,249,49.6
cell_109,Progressive,47,0.0,0.026779355110233216,25,249,49.0
cell_109,Progressive,48,0.0,0.047215432678299536,25,249,52.5
cell_109,Progressive,49,0.0,0.05999641188341022,25,249,49.4
cell_109,Progressive,50,0.0,0.0,25,249,50.8
cell_109,Progressive,51,0.0,0.05869133564267727,25,249,51.8
cell_109,KnowledgeDistillation,42,0.08919437340153435,0.09218896694616192,25,249,86.2
cell_109,KnowledgeDistillation,43,0.0,0.0,25,249,85.8
cell_109,KnowledgeDistillation,44,0.08919437340153435,0.10663922971500078,25,249,85.3
cell_109,KnowledgeDistillation,45,0.08919437340153435,0.10840968197956097,25,249,85.4
cell_109,KnowledgeDistillation,46,0.08919437340153435,0.12776662673875236,25,249,85.9
cell_109,KnowledgeDistillation,47,0.08919437340153435,0.09218896694616192,25,249,86.6
cell_109,KnowledgeDistillation,48,0.0,0.07125311599598544,25,249,86.6
cell_109,KnowledgeDistillation,49,0.08919437340153435,0.10840968197956097,25,249,86.6
cell_109,KnowledgeDistillation,50,0.0,0.0,25,249,79.0
cell_109,KnowledgeDistillation,51,0.08919437340153435,0.10726647566015925,25,249,78.8
cell_109,PseudoLabeling,42,0.08919437340153435,0.09218896694616192,25,249,85.7
cell_109,PseudoLabeling,43,0.0,0.0,25,249,90.8
cell_109,PseudoLabeling,44,0.0,0.09930045215664667,25,249,91.3
cell_109,PseudoLabeling,45,0.08919437340153435,0.10840968197956097,25,249,91.8
cell_109,PseudoLabeling,46,0.08919437340153435,0.12776662673875236,25,249,93.2
cell_109,PseudoLabeling,47,0.08919437340153435,0.09218896694616192,25,249,94.4
cell_109,PseudoLabeling,48,0.0,0.07125311599598544,25,249,91.8
cell_109,PseudoLabeling,49,0.08919437340153435,0.10840968197956097,25,249,93.4
cell_109,PseudoLabeling,50,0.0,0.0,25,249,86.6
cell_109,PseudoLabeling,51,0.0,0.10369117377275595,25,249,89.3
