benchmark,model,seed,final_regret,auc,n_hf,n_lf,elapsed
cell_79,MFGP,42,0.1275575447570333,0.12755754475703326,25,249,223.1
cell_79,MFGP,43,0.0,0.0,25,249,187.9
cell_79,MFGP,44,0.1275575447570333,0.1561849148024646,25,249,260.8
cell_79,MFGP,45,0.08919437340153435,0.21303160779997102,25,249,218.9
cell_79,MFGP,46,0.21483375959079287,0.3219208294214765,25,249,194.7
cell_79,MFGP,47,0.08919437340153435,0.11485075593253255,25,249,203.3
cell_79,MFGP,48,0.1275575447570333,0.12755754475703326,25,249,214.0
cell_79,MFGP,49,0.1275575447570333,0.17143103801784862,25,249,208.6
cell_79,MFGP,50,0.0,0.0,25,249,185.5
cell_79,MFGP,51,0.08919437340153435,0.18983362469919118,25,249,216.8
cell_79,DKL,42,0.08919437340153435,0.10173929230470377,25,249,713.6
cell_79,DKL,43,0.0,0.0,25,249,759.5
cell_79,DKL,44,0.08919437340153435,0.1865085467318456,25,249,792.1
cell_79,DKL,45,0.0,0.1178649087593203,25,249,700.4
cell_79,DKL,46,0.0,0.1290744008115071,25,249,725.4
cell_79,DKL,47,0.08919437340153435,0.09688319466476725,25,249,735.4
cell_79,DKL,48,0.08919437340153435,0.10335799151801596,25,249,698.5
cell_79,DKL,49,0.08919437340153435,0.14043294808292017,25,249,710.4
cell_79,DKL,50,0.0,0.0,25,249,714.3
cell_79,DKL,51,0.08919437340153435,0.16653784518760675,25,249,746.0
cell_79,SparseMFGP,42,0.0,0.08683309592411521,25,249,958.0
cell_79,SparseMFGP,43,0.0,0.0,25,249,957.2
cell_79,SparseMFGP,44,0.08919437340153435,0.27453880561580646,25,249,947.4
cell_79,SparseMFGP,45,0.08919437340153435,0.1616513969374205,25,249,953.4
cell_79,SparseMFGP,46,0.08919437340153435,0.16233934410307818,25,249,959.1
cell_79,SparseMFGP,47,0.08919437340153435,0.09040839781151852,25,249,1031.4
cell_79,SparseMFGP,48,0.0,0.07930614458221356,25,249,947.6
cell_79,SparseMFGP,49,0.08919437340153435,0.1843806317243456,25,249,937.0
cell_79,SparseMFGP,50,0.0,0.0,25,249,968.4
cell_79,SparseMFGP,51,0.08919437340153435,0.1780980554026777,25,249,960.2
cell_79,Progressive,42,0.0,0.07194106316164314,25,249,49.0
cell_79,Progressive,43,0.0,0.0,25,249,47.3
cell_79,Progressive,44,0.0,0.09070785716598116,25,249,48.7
cell_79,Progressive,45,0.0,0.10069320793810063,25,249,49.5
cell_79,Progressive,46,0.0,0.07920497588138145,25,249,49.2
cell_79,Progressive,47,0.0,0.060650636148790654,25,249,47.6
cell_79,Progressive,48,0.0,0.0681775874906923,25,249,49.8
cell_79,Progressive,49,0.0,0.08887670368092175,25,249,51.1
cell_79,Progressive,50,0.0,0.0,25,249,51.2
cell_79,Progressive,51,0.0,0.10545825374728837,25,249,49.5
cell_79,KnowledgeDistillation,42,0.08919437340153435,0.09235083686749314,25,249,83.5
cell_79,KnowledgeDistillation,43,0.0,0.0,25,249,83.5
cell_79,KnowledgeDistillation,44,0.08919437340153435,0.11184604551782161,25,249,87.0
cell_79,KnowledgeDistillation,45,0.08919437340153435,0.11646271056578904,25,249,85.1
cell_79,KnowledgeDistillation,46,0.08919437340153435,0.11449329318959257,25,249,84.0
cell_79,KnowledgeDistillation,47,0.08919437340153435,0.09364579623814287,25,249,85.0
cell_79,KnowledgeDistillation,48,0.08919437340153435,0.09057026773284974,25,249,85.8
cell_79,KnowledgeDistillation,49,0.08919437340153435,0.10766777817345957,25,249,82.8
cell_79,KnowledgeDistillation,50,0.0,0.0,25,249,80.6
cell_79,KnowledgeDistillation,51,0.08919437340153435,0.11279703130564252,25,249,80.9
cell_79,PseudoLabeling,42,0.08919437340153435,0.09235083686749314,25,249,92.5
cell_79,PseudoLabeling,43,0.0,0.0,25,249,92.1
cell_79,PseudoLabeling,44,0.08919437340153435,0.11184604551782161,25,249,86.8
cell_79,PseudoLabeling,45,0.08919437340153435,0.11646271056578904,25,249,92.2
cell_79,PseudoLabeling,46,0.08919437340153435,0.11449329318959257,25,249,96.2
cell_79,PseudoLabeling,47,0.08919437340153435,0.09688319466476725,25,249,93.5
cell_79,PseudoLabeling,48,0.08919437340153435,0.09057026773284974,25,249,94.2
cell_79,PseudoLabeling,49,0.08919437340153435,0.10766777817345957,25,249,95.4
cell_79,PseudoLabeling,50,0.0,0.0,25,249,88.7
cell_79,PseudoLabeling,51,0.08919437340153435,0.11279703130564252,25,249,90.7
